"UNIT_CODE","long","lat","prcp","tmax","tmin","tavg","year","month"
"SARA",-73.6299137747192,42.9983135110409,5.75,23.7421875,13.46875,18.609375,2008,6
"SAGA",-72.3745368890111,43.4991728563661,4.4921875,21.2109375,11.953125,16.578125,2008,6
"MORR",-74.5345858039958,40.765223403805,8.1796875,25.328125,15.1484375,20.2421875,2008,6
"WEFA",-73.4545254713119,41.2588625060016,6.8203125,24.609375,14.2109375,19.40625,2008,6
"MABI",-72.534770288065,43.6334208259905,6.796875,21.09375,11.9609375,16.5234375,2008,6
"ROVA",-73.9247621947604,41.770516898004,8.546875,26.5078125,14,20.2578125,2008,6
"ACAD",-68.26019,44.376559,8.203125,20.3984375,4.7265625,12.5625,2009,6
"MIMA",-71.3073876327855,42.4562880119539,2.140625,25.90625,4.7109375,15.3125,2009,6
"SAIR",-71.0076952963716,42.4683066321236,1.7109375,24.65625,5.9609375,15.3125,2009,6
"SARA",-73.6299137747192,42.9983135110409,0.5234375,19.3828125,2.15625,10.7734375,2009,6
"SAGA",-72.3745368890111,43.4991728563661,1.0234375,20.5234375,0.84375,10.6796875,2009,6
"MORR",-74.5345858039958,40.765223403805,0,25.3828125,4.796875,15.09375,2009,6
"WEFA",-73.4545254713119,41.2588625060016,0,24.2734375,4.6328125,14.453125,2009,6
"MABI",-72.534770288065,43.6334208259905,0.8828125,20.03125,0.7109375,10.3671875,2009,6
"ROVA",-73.9247621947604,41.770516898004,0,25.296875,3.1171875,14.2109375,2009,6
"ACAD",-68.26019,44.376559,0,20.75,10.90625,15.828125,2010,6
"MIMA",-71.3073876327855,42.4562880119539,3.5,25.9921875,14.3828125,20.1796875,2010,6
"SAIR",-71.0076952963716,42.4683066321236,3.34375,23.1015625,14.5,18.796875,2010,6
"SARA",-73.6299137747192,42.9983135110409,4.609375,30.0625,14.34375,22.203125,2010,6
"SAGA",-72.3745368890111,43.4991728563661,1.5,27.7734375,11.828125,19.796875,2010,6
"MORR",-74.5345858039958,40.765223403805,0,32.3515625,17.0234375,24.6875,2010,6
"WEFA",-73.4545254713119,41.2588625060016,0,27.8125,15.8515625,21.828125,2010,6
"MABI",-72.534770288065,43.6334208259905,2.0234375,27.671875,11.0703125,19.3671875,2010,6
"ROVA",-73.9247621947604,41.770516898004,0,30.8671875,15.921875,23.390625,2010,6
"ACAD",-68.26019,44.376559,0,22.828125,11.328125,17.078125,2011,6
"MIMA",-71.3073876327855,42.4562880119539,0,29.53125,15.9609375,22.75,2011,6
"SAIR",-71.0076952963716,42.4683066321236,0,27.796875,15.90625,21.859375,2011,6
"SARA",-73.6299137747192,42.9983135110409,0,31.2421875,16.578125,23.90625,2011,6
"SAGA",-72.3745368890111,43.4991728563661,0,30.34375,14.2421875,22.2890625,2011,6
"MORR",-74.5345858039958,40.765223403805,0,32.2734375,17.953125,25.109375,2011,6
"WEFA",-73.4545254713119,41.2588625060016,0,30,18.140625,24.0703125,2011,6
"MABI",-72.534770288065,43.6334208259905,0,30.3828125,14.1171875,22.25,2011,6
"ROVA",-73.9247621947604,41.770516898004,0,31.8828125,18.6796875,25.28125,2011,6
"ACAD",-68.26019,44.376559,1.2890625,18.953125,7.609375,13.28125,2012,6
"MIMA",-71.3073876327855,42.4562880119539,0,27.34375,13.171875,20.25,2012,6
"SAIR",-71.0076952963716,42.4683066321236,0,26.7578125,14.3125,20.5390625,2012,6
"SARA",-73.6299137747192,42.9983135110409,0,23.8984375,10.1015625,17,2012,6
"SAGA",-72.3745368890111,43.4991728563661,0,24.5625,7.28125,15.921875,2012,6
"MORR",-74.5345858039958,40.765223403805,0,26.7421875,11.71875,19.2265625,2012,6
"WEFA",-73.4545254713119,41.2588625060016,0,25.421875,12.4296875,18.9296875,2012,6
"MABI",-72.534770288065,43.6334208259905,0,23.9375,6.3828125,15.15625,2012,6
"ROVA",-73.9247621947604,41.770516898004,0,26.0078125,11.546875,18.78125,2012,6
"ACAD",-68.26019,44.376559,0,30.5703125,14.4375,22.5,2013,6
"MIMA",-71.3073876327855,42.4562880119539,0,34.65625,17.8515625,26.25,2013,6
"SAIR",-71.0076952963716,42.4683066321236,0,33.609375,18.84375,26.2265625,2013,6
"SARA",-73.6299137747192,42.9983135110409,0,33.6875,17.3671875,25.53125,2013,6
"SAGA",-72.3745368890111,43.4991728563661,0,32.96875,15.2890625,24.1328125,2013,6
"MORR",-74.5345858039958,40.765223403805,0,33.1484375,18.15625,25.65625,2013,6
"WEFA",-73.4545254713119,41.2588625060016,0,32.5078125,17.84375,25.171875,2013,6
"MABI",-72.534770288065,43.6334208259905,0,32.3828125,14.7265625,23.546875,2013,6
"ROVA",-73.9247621947604,41.770516898004,0,34.3203125,18.1015625,26.2109375,2013,6
"ACAD",-68.26019,44.376559,0,19.359375,5.8671875,12.6171875,2014,6
"MIMA",-71.3073876327855,42.4562880119539,0,19.2421875,5.4296875,12.328125,2014,6
"SAIR",-71.0076952963716,42.4683066321236,0,17.546875,6.5703125,12.0625,2014,6
"SARA",-73.6299137747192,42.9983135110409,0,22.09375,8.2890625,15.1875,2014,6
"SAGA",-72.3745368890111,43.4991728563661,0.9375,20.78125,5.9296875,13.359375,2014,6
"MORR",-74.5345858039958,40.765223403805,0,23.25,7.859375,15.546875,2014,6
"WEFA",-73.4545254713119,41.2588625060016,0,21.296875,7.7734375,14.5390625,2014,6
"MABI",-72.534770288065,43.6334208259905,0,20.6328125,5.6171875,13.1171875,2014,6
"ROVA",-73.9247621947604,41.770516898004,0,22.5234375,8.921875,15.71875,2014,6
"ACAD",-68.26019,44.376559,7.3125,18.21875,8,13.109375,2015,6
"MIMA",-71.3073876327855,42.4562880119539,24.953125,25.0703125,8.3671875,16.71875,2015,6
"SAIR",-71.0076952963716,42.4683066321236,25.828125,24.3828125,9.3671875,16.8828125,2015,6
"SARA",-73.6299137747192,42.9983135110409,25.96875,20.390625,9.109375,14.75,2015,6
"SAGA",-72.3745368890111,43.4991728563661,28.3984375,18.3984375,7.3671875,12.8828125,2015,6
"MORR",-74.5345858039958,40.765223403805,32.75,29.671875,12.640625,21.15625,2015,6
"WEFA",-73.4545254713119,41.2588625060016,22.2578125,25.21875,10.1796875,17.703125,2015,6
"MABI",-72.534770288065,43.6334208259905,30.578125,16.9609375,7.046875,12.0078125,2015,6
"ROVA",-73.9247621947604,41.770516898004,24.5390625,25.2890625,11.34375,18.3125,2015,6
"ACAD",-68.26019,44.376559,0,27.96875,13.203125,20.59375,2016,6
"MIMA",-71.3073876327855,42.4562880119539,0,30.8125,12.96875,21.890625,2016,6
"SAIR",-71.0076952963716,42.4683066321236,0,29.28125,14.3828125,21.828125,2016,6
"SARA",-73.6299137747192,42.9983135110409,0,28.453125,13.359375,20.90625,2016,6
"SAGA",-72.3745368890111,43.4991728563661,0,28.9765625,9.7890625,19.3828125,2016,6
"MORR",-74.5345858039958,40.765223403805,0,29.6171875,15.8671875,22.75,2016,6
"WEFA",-73.4545254713119,41.2588625060016,0,28.9296875,13.59375,21.2578125,2016,6
"MABI",-72.534770288065,43.6334208259905,0,28.9296875,9.4609375,19.203125,2016,6
"ROVA",-73.9247621947604,41.770516898004,0,31.390625,14.453125,22.921875,2016,6
"ACAD",-68.26019,44.376559,4.9375,12.3515625,8.34375,10.34375,2017,6
"MIMA",-71.3073876327855,42.4562880119539,5.6796875,23.0078125,11,17.0078125,2017,6
"SAIR",-71.0076952963716,42.4683066321236,6.2578125,21.5,10.8984375,16.203125,2017,6
"SARA",-73.6299137747192,42.9983135110409,6.6484375,24.96875,11.3984375,18.1796875,2017,6
"SAGA",-72.3745368890111,43.4991728563661,5.21875,22.7578125,9.34375,16.046875,2017,6
"MORR",-74.5345858039958,40.765223403805,1.890625,25.8984375,11.9296875,18.90625,2017,6
"WEFA",-73.4545254713119,41.2588625060016,6.890625,22.6171875,12.4765625,17.546875,2017,6
"MABI",-72.534770288065,43.6334208259905,3.65625,22.7734375,8.7109375,15.7421875,2017,6
"ROVA",-73.9247621947604,41.770516898004,6.8125,24.9375,12.7109375,18.828125,2017,6
"ACAD",-68.26019,44.376559,0,26.1875,10.0703125,18.1328125,2018,6
"MIMA",-71.3073876327855,42.4562880119539,0,29.21875,14.5078125,21.859375,2018,6
"SAIR",-71.0076952963716,42.4683066321236,0,27.390625,14.7265625,21.0625,2018,6
"SARA",-73.6299137747192,42.9983135110409,1.6328125,25.8203125,14.7578125,20.2890625,2018,6
"SAGA",-72.3745368890111,43.4991728563661,0,28.7265625,11.890625,20.3125,2018,6
"MORR",-74.5345858039958,40.765223403805,2.3125,22.328125,16.1484375,19.2421875,2018,6
"WEFA",-73.4545254713119,41.2588625060016,3.59375,23.328125,15.8671875,19.6015625,2018,6
"MABI",-72.534770288065,43.6334208259905,0,28.5,11.7890625,20.140625,2018,6
"ROVA",-73.9247621947604,41.770516898004,1.4375,24.4375,17.1875,20.8203125,2018,6
"ACAD",-68.26019,44.376559,0,19.8125,7.390625,13.6015625,2019,6
"MIMA",-71.3073876327855,42.4562880119539,0,24.890625,10.8671875,17.8828125,2019,6
"SAIR",-71.0076952963716,42.4683066321236,0,23.1796875,10.46875,16.8203125,2019,6
"SARA",-73.6299137747192,42.9983135110409,0,23.578125,10.6171875,17.1015625,2019,6
"SAGA",-72.3745368890111,43.4991728563661,0,22.390625,7.40625,14.8984375,2019,6
"MORR",-74.5345858039958,40.765223403805,0,26.546875,14.1328125,20.34375,2019,6
"WEFA",-73.4545254713119,41.2588625060016,0,25.84375,13,19.421875,2019,6
"MABI",-72.534770288065,43.6334208259905,0,21.8515625,6.859375,14.359375,2019,6
"ROVA",-73.9247621947604,41.770516898004,0,26.1875,12.84375,19.5234375,2019,6
"ACAD",-68.26019,44.376559,0,18.4375,3.2890625,10.8671875,2020,6
"MIMA",-71.3073876327855,42.4562880119539,0,20.1015625,4.6328125,12.3671875,2020,6
"SAIR",-71.0076952963716,42.4683066321236,0,19.140625,5.3515625,12.25,2020,6
"SARA",-73.6299137747192,42.9983135110409,0,16.640625,6.03125,11.34375,2020,6
"SAGA",-72.3745368890111,43.4991728563661,0,17.0703125,0.796875,8.9375,2020,6
"MORR",-74.5345858039958,40.765223403805,0,20.71875,5.09375,12.8984375,2020,6
"WEFA",-73.4545254713119,41.2588625060016,0,19.578125,5.0390625,12.3125,2020,6
"MABI",-72.534770288065,43.6334208259905,0,15.5703125,0.328125,7.953125,2020,6
"ROVA",-73.9247621947604,41.770516898004,0,19.6171875,6.0234375,12.8203125,2020,6
"ACAD",-68.26019,44.376559,7.03125,15.7578125,8.5078125,12.1328125,2021,6
"MIMA",-71.3073876327855,42.4562880119539,1.4375,16.9296875,7.703125,12.3125,2021,6
"SAIR",-71.0076952963716,42.4683066321236,1.171875,16.75,8.578125,12.65625,2021,6
"SARA",-73.6299137747192,42.9983135110409,0,17.6015625,8.296875,12.953125,2021,6
"SAGA",-72.3745368890111,43.4991728563661,2.03125,15.2421875,5.3984375,10.3203125,2021,6
"MORR",-74.5345858039958,40.765223403805,0,22.0625,8,15.03125,2021,6
"WEFA",-73.4545254713119,41.2588625060016,0,17.9609375,7.5625,12.7578125,2021,6
"MABI",-72.534770288065,43.6334208259905,2.2578125,14.65625,4.953125,9.796875,2021,6
"ROVA",-73.9247621947604,41.770516898004,0,19.8828125,8.6484375,14.2734375,2021,6
"ACAD",-68.26019,44.376559,0,20.859375,7,13.9296875,2022,6
"MIMA",-71.3073876327855,42.4562880119539,1.65625,28.328125,12.8125,20.5703125,2022,6
"SAIR",-71.0076952963716,42.4683066321236,1.6015625,24.2421875,12.609375,18.421875,2022,6
"SARA",-73.6299137747192,42.9983135110409,0,31.4375,16.0078125,23.7265625,2022,6
"SAGA",-72.3745368890111,43.4991728563661,1.9375,29.6796875,12.7421875,21.2109375,2022,6
"MORR",-74.5345858039958,40.765223403805,0,34.2578125,15.75,25,2022,6
"WEFA",-73.4545254713119,41.2588625060016,0,32.9375,13.3828125,23.15625,2022,6
"MABI",-72.534770288065,43.6334208259905,1.390625,28.921875,12.65625,20.7890625,2022,6
"ROVA",-73.9247621947604,41.770516898004,0,33.53125,15.890625,24.7109375,2022,6
"ACAD",-68.26019,44.376559,0,22.4921875,9,15.7421875,2023,6
"MIMA",-71.3073876327855,42.4562880119539,0,28.140625,9.5703125,18.859375,2023,6
"SAIR",-71.0076952963716,42.4683066321236,0,25.0234375,10.1796875,17.6015625,2023,6
"SARA",-73.6299137747192,42.9983135110409,0,31.3828125,10.7890625,21.09375,2023,6
"SAGA",-72.3745368890111,43.4991728563661,0,31.1484375,10.4609375,20.796875,2023,6
"MORR",-74.5345858039958,40.765223403805,0,26.6171875,7.640625,17.1328125,2023,6
"WEFA",-73.4545254713119,41.2588625060016,0,26.6015625,8.34375,17.46875,2023,6
"MABI",-72.534770288065,43.6334208259905,0,31.4921875,10.2890625,20.890625,2023,6
"ROVA",-73.9247621947604,41.770516898004,0,29.6484375,9.59375,19.6171875,2023,6
"ACAD",-68.26019,44.376559,11.53125,21.9765625,14.03125,18,2006,7
"MIMA",-71.3073876327855,42.4562880119539,0,27.296875,14.6015625,20.953125,2006,7
"SAIR",-71.0076952963716,42.4683066321236,0,26.75,15.4375,21.09375,2006,7
"SARA",-73.6299137747192,42.9983135110409,0,26.3203125,12.4375,19.3828125,2006,7
"SAGA",-72.3745368890111,43.4991728563661,1.40625,25.1015625,9.90625,17.5078125,2006,7
"MORR",-74.5345858039958,40.765223403805,3.21875,27.0234375,13.21875,20.1171875,2006,7
"WEFA",-73.4545254713119,41.2588625060016,0,26.8515625,13.6875,20.2734375,2006,7
"MABI",-72.534770288065,43.6334208259905,2.0703125,24.65625,9.4609375,17.0625,2006,7
"ROVA",-73.9247621947604,41.770516898004,0,27.65625,13.296875,20.4765625,2006,7
"ACAD",-68.26019,44.376559,0,21.7734375,8.34375,15.046875,2007,7
"MIMA",-71.3073876327855,42.4562880119539,1.1875,25.40625,11.5390625,18.4765625,2007,7
"SAIR",-71.0076952963716,42.4683066321236,1.4296875,25.1328125,12.3828125,18.75,2007,7
"SARA",-73.6299137747192,42.9983135110409,1.7578125,24.5703125,10.46875,17.5234375,2007,7
"SAGA",-72.3745368890111,43.4991728563661,1.78125,22.7109375,8.9296875,15.8203125,2007,7
"MORR",-74.5345858039958,40.765223403805,0,27.09375,11.578125,19.34375,2007,7
"WEFA",-73.4545254713119,41.2588625060016,1.5234375,24.9921875,12.3515625,18.671875,2007,7
"MABI",-72.534770288065,43.6334208259905,1.5078125,22.1171875,8.78125,15.453125,2007,7
"ROVA",-73.9247621947604,41.770516898004,1.8125,27.78125,12.3125,20.046875,2007,7
"ACAD",-68.26019,44.376559,1.28125,23.4375,14.65625,19.046875,2008,7
"MIMA",-71.3073876327855,42.4562880119539,0,29.640625,17.328125,23.4765625,2008,7
"SAIR",-71.0076952963716,42.4683066321236,0,29.1015625,18.0234375,23.5625,2008,7
"SARA",-73.6299137747192,42.9983135110409,0,27.890625,15.96875,21.9296875,2008,7
"SAGA",-72.3745368890111,43.4991728563661,0,27.0078125,12.6015625,19.796875,2008,7
"MORR",-74.5345858039958,40.765223403805,0,29.15625,16.390625,22.7734375,2008,7
"WEFA",-73.4545254713119,41.2588625060016,0,28.578125,17.3203125,22.953125,2008,7
"MABI",-72.534770288065,43.6334208259905,0,26.71875,12.328125,19.5234375,2008,7
"ROVA",-73.9247621947604,41.770516898004,0,28.953125,16.6015625,22.7734375,2008,7
"ACAD",-68.26019,44.376559,2.46875,22.3984375,14.953125,18.671875,2009,7
"MIMA",-71.3073876327855,42.4562880119539,1.8515625,21.65625,14.4296875,18.046875,2009,7
"SAIR",-71.0076952963716,42.4683066321236,1.25,19.71875,14.328125,17.0234375,2009,7
"SARA",-73.6299137747192,42.9983135110409,22.9765625,27.5,14.5625,21.03125,2009,7
"SAGA",-72.3745368890111,43.4991728563661,11.25,23.71875,15.2890625,19.5,2009,7
"MORR",-74.5345858039958,40.765223403805,13.28125,29.7578125,16,22.8828125,2009,7
"WEFA",-73.4545254713119,41.2588625060016,2.9609375,28.4765625,15.8828125,22.1796875,2009,7
"MABI",-72.534770288065,43.6334208259905,16.6171875,24.2578125,14.703125,19.4765625,2009,7
"ROVA",-73.9247621947604,41.770516898004,10.4609375,29.21875,15.328125,22.2734375,2009,7
"ACAD",-68.26019,44.376559,0,21.890625,8.6171875,15.25,2010,7
"MIMA",-71.3073876327855,42.4562880119539,0,25.7421875,10.71875,18.2265625,2010,7
"SAIR",-71.0076952963716,42.4683066321236,0,25.0390625,12.2578125,18.6484375,2010,7
"SARA",-73.6299137747192,42.9983135110409,0,22.4765625,10.5703125,16.5234375,2010,7
"SAGA",-72.3745368890111,43.4991728563661,0,21.6875,8.1171875,14.90625,2010,7
"MORR",-74.5345858039958,40.765223403805,0,26.0625,10.9609375,18.5078125,2010,7
"WEFA",-73.4545254713119,41.2588625060016,0,24.6328125,10.109375,17.3671875,2010,7
"MABI",-72.534770288065,43.6334208259905,0,21.2265625,8.359375,14.7890625,2010,7
"ROVA",-73.9247621947604,41.770516898004,0,25.7578125,9.90625,17.84375,2010,7
"ACAD",-68.26019,44.376559,0,22.171875,11.9296875,17.046875,2011,7
"MIMA",-71.3073876327855,42.4562880119539,0,27.578125,12.421875,20,2011,7
"SAIR",-71.0076952963716,42.4683066321236,0,26.9609375,14.109375,20.5390625,2011,7
"SARA",-73.6299137747192,42.9983135110409,0,27.21875,13.3828125,20.296875,2011,7
"SAGA",-72.3745368890111,43.4991728563661,0,24.796875,13.28125,19.0390625,2011,7
"MORR",-74.5345858039958,40.765223403805,0,27.25,11.640625,19.453125,2011,7
"WEFA",-73.4545254713119,41.2588625060016,0,26.78125,12.0390625,19.40625,2011,7
"MABI",-72.534770288065,43.6334208259905,0,24.3125,13.3125,18.8125,2011,7
"ROVA",-73.9247621947604,41.770516898004,0,28.5,12.9375,20.71875,2011,7
"ACAD",-68.26019,44.376559,0,29.796875,16.2421875,23.0234375,2012,7
"MIMA",-71.3073876327855,42.4562880119539,0,31.6484375,17.78125,24.7109375,2012,7
"SAIR",-71.0076952963716,42.4683066321236,0,30.7109375,18.59375,24.6484375,2012,7
"SARA",-73.6299137747192,42.9983135110409,0,31.640625,17.3828125,24.5078125,2012,7
"SAGA",-72.3745368890111,43.4991728563661,0,30.65625,14.3828125,22.5234375,2012,7
"MORR",-74.5345858039958,40.765223403805,0,34.2265625,18.75,26.4921875,2012,7
"WEFA",-73.4545254713119,41.2588625060016,0,33.0703125,19.78125,26.4296875,2012,7
"MABI",-72.534770288065,43.6334208259905,0,30.4765625,13.921875,22.203125,2012,7
"ROVA",-73.9247621947604,41.770516898004,0,33.65625,19.4609375,26.5625,2012,7
"ACAD",-68.26019,44.376559,0,23.3515625,15.5625,19.4609375,2013,7
"MIMA",-71.3073876327855,42.4562880119539,1.1328125,30.109375,20.21875,25.15625,2013,7
"SAIR",-71.0076952963716,42.4683066321236,1.40625,28.2109375,20.3203125,24.2734375,2013,7
"SARA",-73.6299137747192,42.9983135110409,3.453125,29.0078125,17.96875,23.4921875,2013,7
"SAGA",-72.3745368890111,43.4991728563661,4.109375,29.3828125,18.0390625,23.7109375,2013,7
"MORR",-74.5345858039958,40.765223403805,11.1015625,28.578125,20.1796875,24.3828125,2013,7
"WEFA",-73.4545254713119,41.2588625060016,3.25,27.8203125,20.859375,24.34375,2013,7
"MABI",-72.534770288065,43.6334208259905,2.703125,29.2578125,17.34375,23.296875,2013,7
"ROVA",-73.9247621947604,41.770516898004,9.671875,28.96875,19.7734375,24.3671875,2013,7
"ACAD",-68.26019,44.376559,0,27.8203125,15.9765625,21.8984375,2014,7
"MIMA",-71.3073876327855,42.4562880119539,0,32.0703125,16.78125,24.4296875,2014,7
"SAIR",-71.0076952963716,42.4683066321236,0,31.09375,17.59375,24.34375,2014,7
"SARA",-73.6299137747192,42.9983135110409,0,30.3125,18.1015625,24.203125,2014,7
"SAGA",-72.3745368890111,43.4991728563661,0,29.6171875,15.6796875,22.6484375,2014,7
"MORR",-74.5345858039958,40.765223403805,0,29.71875,18.1015625,23.90625,2014,7
"WEFA",-73.4545254713119,41.2588625060016,0,28.6328125,18.0625,23.34375,2014,7
"MABI",-72.534770288065,43.6334208259905,0,29.6796875,15.2890625,22.4765625,2014,7
"ROVA",-73.9247621947604,41.770516898004,0,28.8671875,18.328125,23.6015625,2014,7
"ACAD",-68.26019,44.376559,0,23.59375,12.8203125,18.203125,2015,7
"MIMA",-71.3073876327855,42.4562880119539,2.7265625,28.03125,14.8203125,21.4296875,2015,7
"SAIR",-71.0076952963716,42.4683066321236,2.5078125,26.390625,15.1328125,20.7578125,2015,7
"SARA",-73.6299137747192,42.9983135110409,11.3828125,22.296875,14.3984375,18.3515625,2015,7
"SAGA",-72.3745368890111,43.4991728563661,6.0703125,24.9375,12.9375,18.9375,2015,7
"MORR",-74.5345858039958,40.765223403805,17.859375,27.03125,17.40625,22.21875,2015,7
"WEFA",-73.4545254713119,41.2588625060016,33.3671875,26.6875,17.296875,22,2015,7
"MABI",-72.534770288065,43.6334208259905,6.109375,24.421875,12.3984375,18.40625,2015,7
"ROVA",-73.9247621947604,41.770516898004,16.109375,23.7421875,17.3125,20.5234375,2015,7
"ACAD",-68.26019,44.376559,0,26.4375,14.9375,20.6875,2016,7
"MIMA",-71.3073876327855,42.4562880119539,0,30.4921875,14.9375,22.7109375,2016,7
"SAIR",-71.0076952963716,42.4683066321236,0,28.671875,15.890625,22.28125,2016,7
"SARA",-73.6299137747192,42.9983135110409,0,28.9375,13.140625,21.0390625,2016,7
"SAGA",-72.3745368890111,43.4991728563661,0,27.9921875,11.28125,19.6328125,2016,7
"MORR",-74.5345858039958,40.765223403805,0,29.40625,15.9921875,22.703125,2016,7
"WEFA",-73.4545254713119,41.2588625060016,0,28.9296875,15.7265625,22.328125,2016,7
"MABI",-72.534770288065,43.6334208259905,0,27.7421875,10.609375,19.171875,2016,7
"ROVA",-73.9247621947604,41.770516898004,0,30.1875,16.203125,23.203125,2016,7
"ACAD",-68.26019,44.376559,3.390625,21.828125,12.71875,17.2734375,2017,7
"MIMA",-71.3073876327855,42.4562880119539,13.546875,30.15625,19.0703125,24.6171875,2017,7
"SAIR",-71.0076952963716,42.4683066321236,10.1875,28.7109375,19.3125,24.0078125,2017,7
"SARA",-73.6299137747192,42.9983135110409,25.1328125,28.9921875,19.140625,24.0625,2017,7
"SAGA",-72.3745368890111,43.4991728563661,15.3671875,27.7421875,16.2421875,21.9921875,2017,7
"MORR",-74.5345858039958,40.765223403805,4.2109375,32.40625,20.109375,26.2578125,2017,7
"WEFA",-73.4545254713119,41.2588625060016,9.421875,29.3984375,19.8515625,24.6171875,2017,7
"MABI",-72.534770288065,43.6334208259905,14.4921875,26.96875,15.8828125,21.4296875,2017,7
"ROVA",-73.9247621947604,41.770516898004,12.25,31.71875,19.9609375,25.84375,2017,7
"ACAD",-68.26019,44.376559,1.4296875,29.1015625,16.390625,22.75,2018,7
"MIMA",-71.3073876327855,42.4562880119539,0,33.4921875,19.859375,26.6796875,2018,7
"SAIR",-71.0076952963716,42.4683066321236,0,32.296875,20.1171875,26.2109375,2018,7
"SARA",-73.6299137747192,42.9983135110409,0,33.2109375,18.7578125,25.9765625,2018,7
"SAGA",-72.3745368890111,43.4991728563661,0,33.03125,17.578125,25.296875,2018,7
"MORR",-74.5345858039958,40.765223403805,0,33.890625,19.671875,26.78125,2018,7
"WEFA",-73.4545254713119,41.2588625060016,0,31.7890625,19.4765625,25.6328125,2018,7
"MABI",-72.534770288065,43.6334208259905,0,32.8125,17.0234375,24.90625,2018,7
"ROVA",-73.9247621947604,41.770516898004,0,33.40625,19.84375,26.6171875,2018,7
"ACAD",-68.26019,44.376559,15.640625,17.71875,12.3984375,15.0625,2019,7
"MIMA",-71.3073876327855,42.4562880119539,5.9375,25.7109375,14.5078125,20.109375,2019,7
"SAIR",-71.0076952963716,42.4683066321236,5.8203125,24.703125,14.7109375,19.703125,2019,7
"SARA",-73.6299137747192,42.9983135110409,6.3515625,24.9765625,15.3515625,20.15625,2019,7
"SAGA",-72.3745368890111,43.4991728563661,4.4296875,24.4375,12.0390625,18.2421875,2019,7
"MORR",-74.5345858039958,40.765223403805,0,28.7890625,15.75,22.2734375,2019,7
"WEFA",-73.4545254713119,41.2588625060016,3.828125,26.34375,16.109375,21.2265625,2019,7
"MABI",-72.534770288065,43.6334208259905,4.6171875,23.7265625,11.53125,17.6328125,2019,7
"ROVA",-73.9247621947604,41.770516898004,2.4296875,27.1328125,16.28125,21.703125,2019,7
"ACAD",-68.26019,44.376559,5.2578125,19.9765625,16.3828125,18.1796875,2020,7
"MIMA",-71.3073876327855,42.4562880119539,6.75,23.4921875,17,20.2421875,2020,7
"SAIR",-71.0076952963716,42.4683066321236,7,20.9375,17.1171875,19.03125,2020,7
"SARA",-73.6299137747192,42.9983135110409,7.75,26.3125,17.6171875,21.9609375,2020,7
"SAGA",-72.3745368890111,43.4991728563661,12.2421875,24.6015625,16.8984375,20.75,2020,7
"MORR",-74.5345858039958,40.765223403805,2.453125,26.4921875,17.296875,21.890625,2020,7
"WEFA",-73.4545254713119,41.2588625060016,6.0625,24.5703125,16.6328125,20.6015625,2020,7
"MABI",-72.534770288065,43.6334208259905,12.28125,24.4375,16.3515625,20.3984375,2020,7
"ROVA",-73.9247621947604,41.770516898004,3.4375,26.1015625,18.21875,22.15625,2020,7
"ACAD",-68.26019,44.376559,4.34375,30.84375,18.6484375,24.7421875,2021,7
"MIMA",-71.3073876327855,42.4562880119539,12.5625,35.7734375,20.59375,28.1796875,2021,7
"SAIR",-71.0076952963716,42.4683066321236,12.8984375,34.171875,21.21875,27.703125,2021,7
"SARA",-73.6299137747192,42.9983135110409,8.5,32.84375,21.5390625,27.1875,2021,7
"SAGA",-72.3745368890111,43.4991728563661,7.8828125,31.90625,19.671875,25.7890625,2021,7
"MORR",-74.5345858039958,40.765223403805,3.109375,35.9765625,21.09375,28.53125,2021,7
"WEFA",-73.4545254713119,41.2588625060016,3.8984375,33.3984375,21.1796875,27.2890625,2021,7
"MABI",-72.534770288065,43.6334208259905,8.78125,31.453125,18.59375,25.0234375,2021,7
"ROVA",-73.9247621947604,41.770516898004,5.578125,36.0078125,22.296875,29.15625,2021,7
"ACAD",-68.26019,44.376559,0,24.7890625,13.1171875,18.953125,2022,7
"MIMA",-71.3073876327855,42.4562880119539,0,28.1796875,14.9921875,21.59375,2022,7
"SAIR",-71.0076952963716,42.4683066321236,0,26.9296875,16.0625,21.4921875,2022,7
"SARA",-73.6299137747192,42.9983135110409,0,28.7890625,15.0390625,21.90625,2022,7
"SAGA",-72.3745368890111,43.4991728563661,0,25.7421875,11.8515625,18.7890625,2022,7
"MORR",-74.5345858039958,40.765223403805,0,30.046875,15.859375,22.953125,2022,7
"WEFA",-73.4545254713119,41.2588625060016,0,28.6796875,15.703125,22.1875,2022,7
"MABI",-72.534770288065,43.6334208259905,0,25.4609375,11.421875,18.4375,2022,7
"ROVA",-73.9247621947604,41.770516898004,0,30.71875,15.8515625,23.2890625,2022,7
"ACAD",-68.26019,44.376559,0,24.046875,14.4375,19.25,2023,7
"MIMA",-71.3073876327855,42.4562880119539,0,28.953125,16.3984375,22.671875,2023,7
"SAIR",-71.0076952963716,42.4683066321236,0,26.703125,16.671875,21.6875,2023,7
"SARA",-73.6299137747192,42.9983135110409,0,29.4765625,16.2421875,22.859375,2023,7
"SAGA",-72.3745368890111,43.4991728563661,0,28.2265625,15.3125,21.7734375,2023,7
"MORR",-74.5345858039958,40.765223403805,0,29.34375,14.8203125,22.078125,2023,7
"WEFA",-73.4545254713119,41.2588625060016,0,29.0390625,15.53125,22.2890625,2023,7
"MABI",-72.534770288065,43.6334208259905,0,28.0390625,14.328125,21.1796875,2023,7
