"UNIT_CODE","long","lat","prcp","tmax","tmin","tavg","year","month"
"SAGA",-72.3745368890111,43.4991728563661,4.1328125,8.2109375,-1.6015625,3.3125,2011,4
"MORR",-74.5345858039958,40.765223403805,3.59375,5.75,0.7109375,3.2265625,2011,4
"WEFA",-73.4545254713119,41.2588625060016,6.6171875,6.3828125,0.8828125,3.6328125,2011,4
"MABI",-72.534770288065,43.6334208259905,3.03125,8.1875,-1.671875,3.2578125,2011,4
"ROVA",-73.9247621947604,41.770516898004,3.2109375,7.34375,-0.0078125,3.671875,2011,4
"ACAD",-68.26019,44.376559,0,8.21875,-2.2578125,2.9765625,2012,4
"MIMA",-71.3073876327855,42.4562880119539,0.6484375,8.421875,-2.046875,3.1875,2012,4
"SAIR",-71.0076952963716,42.4683066321236,0,8.0625,-1.109375,3.4765625,2012,4
"SARA",-73.6299137747192,42.9983135110409,0,9.171875,1.25,5.2109375,2012,4
"SAGA",-72.3745368890111,43.4991728563661,0,9.5078125,-5.5078125,2,2012,4
"MORR",-74.5345858039958,40.765223403805,0.8125,6.3984375,3.6484375,5.03125,2012,4
"WEFA",-73.4545254713119,41.2588625060016,2.09375,6.078125,2.140625,4.109375,2012,4
"MABI",-72.534770288065,43.6334208259905,0,9.59375,-5.4296875,2.078125,2012,4
"ROVA",-73.9247621947604,41.770516898004,1.3984375,7.65625,1.6875,4.671875,2012,4
"ACAD",-68.26019,44.376559,12.9921875,11.828125,0.7109375,6.2734375,2013,4
"MIMA",-71.3073876327855,42.4562880119539,4.8125,15.3671875,-0.2890625,7.5390625,2013,4
"SAIR",-71.0076952963716,42.4683066321236,4.703125,14.65625,1.7734375,8.2109375,2013,4
"SARA",-73.6299137747192,42.9983135110409,3.203125,12.609375,-1.921875,5.34375,2013,4
"SAGA",-72.3745368890111,43.4991728563661,9.03125,12.8203125,-3.8203125,4.5,2013,4
"MORR",-74.5345858039958,40.765223403805,4.1328125,13.609375,0.046875,6.828125,2013,4
"WEFA",-73.4545254713119,41.2588625060016,3.7109375,13.0625,0.28125,6.671875,2013,4
"MABI",-72.534770288065,43.6334208259905,8.3828125,12.609375,-4.3828125,4.1171875,2013,4
"ROVA",-73.9247621947604,41.770516898004,3.15625,13.8125,-0.8203125,6.5,2013,4
"ACAD",-68.26019,44.376559,13.328125,1.546875,-0.2578125,0.6484375,2014,4
"MIMA",-71.3073876327855,42.4562880119539,5.03125,6.078125,-0.4921875,2.7890625,2014,4
"SAIR",-71.0076952963716,42.4683066321236,3.109375,6.1875,0.3671875,3.28125,2014,4
"SARA",-73.6299137747192,42.9983135110409,0,8.2734375,-1.046875,3.609375,2014,4
"SAGA",-72.3745368890111,43.4991728563661,0,3.578125,-2.8203125,0.3828125,2014,4
"MORR",-74.5345858039958,40.765223403805,0,11.828125,-1.2109375,5.3125,2014,4
"WEFA",-73.4545254713119,41.2588625060016,0,9.3671875,-1.3515625,4.0078125,2014,4
"MABI",-72.534770288065,43.6334208259905,0,3.140625,-3.5625,-0.2109375,2014,4
"ROVA",-73.9247621947604,41.770516898004,0,11.671875,-0.34375,5.671875,2014,4
"ACAD",-68.26019,44.376559,0,7.8203125,-5.4765625,1.171875,2015,4
"MIMA",-71.3073876327855,42.4562880119539,0,9.9765625,-3.109375,3.4375,2015,4
"SAIR",-71.0076952963716,42.4683066321236,0,9.8125,-2.171875,3.8203125,2015,4
"SARA",-73.6299137747192,42.9983135110409,0,7.75,-3.5234375,2.1171875,2015,4
"SAGA",-72.3745368890111,43.4991728563661,0,6.8671875,-7.1796875,-0.1484375,2015,4
"MORR",-74.5345858039958,40.765223403805,3.40625,8.0234375,-2.34375,2.84375,2015,4
"WEFA",-73.4545254713119,41.2588625060016,1.5625,9,-2.3125,3.34375,2015,4
"MABI",-72.534770288065,43.6334208259905,0,6,-8.546875,-1.28125,2015,4
"ROVA",-73.9247621947604,41.770516898004,1.078125,8.6171875,-1.8515625,3.3828125,2015,4
"ACAD",-68.26019,44.376559,0,14.2265625,3.7109375,8.96875,2016,4
"MIMA",-71.3073876327855,42.4562880119539,0.703125,21.9609375,8.703125,15.328125,2016,4
"SAIR",-71.0076952963716,42.4683066321236,0.7109375,21.3515625,9.21875,15.2890625,2016,4
"SARA",-73.6299137747192,42.9983135110409,0,21.109375,9.046875,15.078125,2016,4
"SAGA",-72.3745368890111,43.4991728563661,0,20.796875,5.8203125,13.3125,2016,4
"MORR",-74.5345858039958,40.765223403805,0,22.4921875,7.4921875,14.9921875,2016,4
"WEFA",-73.4545254713119,41.2588625060016,1.7578125,20.859375,7.6796875,14.2734375,2016,4
"MABI",-72.534770288065,43.6334208259905,0,20.3515625,5.6875,13.0234375,2016,4
"ROVA",-73.9247621947604,41.770516898004,0,22.6328125,8.5625,15.59375,2016,4
"ACAD",-68.26019,44.376559,1.78125,8.7109375,-2.0625,3.328125,2017,4
"MIMA",-71.3073876327855,42.4562880119539,37.3984375,4.09375,0.15625,2.1171875,2017,4
"SAIR",-71.0076952963716,42.4683066321236,41.2578125,4.6328125,0.40625,2.5234375,2017,4
"SARA",-73.6299137747192,42.9983135110409,22.5078125,3.140625,0.7109375,1.9296875,2017,4
"SAGA",-72.3745368890111,43.4991728563661,34.421875,2.78125,-0.96875,0.8984375,2017,4
"MORR",-74.5345858039958,40.765223403805,25.5703125,5.0234375,1.6171875,3.3203125,2017,4
"WEFA",-73.4545254713119,41.2588625060016,24.25,4.3984375,1.25,2.828125,2017,4
"MABI",-72.534770288065,43.6334208259905,31.953125,3,-1.4296875,0.7890625,2017,4
"ROVA",-73.9247621947604,41.770516898004,19.3515625,4.5,1.921875,3.2109375,2017,4
"ACAD",-68.26019,44.376559,0,10.1875,1.2890625,5.7421875,2018,4
"MIMA",-71.3073876327855,42.4562880119539,0,15.0390625,3.3671875,9.2109375,2018,4
"SAIR",-71.0076952963716,42.4683066321236,0,14.53125,3.328125,8.9296875,2018,4
"SARA",-73.6299137747192,42.9983135110409,0,12.1328125,0.6796875,6.40625,2018,4
"SAGA",-72.3745368890111,43.4991728563661,0,11.109375,-1.21875,4.9375,2018,4
"MORR",-74.5345858039958,40.765223403805,0,14.8671875,1.7890625,8.328125,2018,4
"WEFA",-73.4545254713119,41.2588625060016,0,13.96875,2.21875,8.1015625,2018,4
"MABI",-72.534770288065,43.6334208259905,0,10.7890625,-2.2421875,4.2734375,2018,4
"ROVA",-73.9247621947604,41.770516898004,0,14.7734375,2,8.3828125,2018,4
"ACAD",-68.26019,44.376559,14.4609375,13.5,0.9921875,7.25,2019,4
"MIMA",-71.3073876327855,42.4562880119539,4.9375,20.171875,0.796875,10.4921875,2019,4
"SAIR",-71.0076952963716,42.4683066321236,4.09375,19.046875,1.4765625,10.2734375,2019,4
"SARA",-73.6299137747192,42.9983135110409,3.25,14.03125,-0.5625,6.7265625,2019,4
"SAGA",-72.3745368890111,43.4991728563661,4.8203125,14.1328125,-1.78125,6.1796875,2019,4
"MORR",-74.5345858039958,40.765223403805,2.5078125,15.34375,-1.421875,6.9609375,2019,4
"WEFA",-73.4545254713119,41.2588625060016,5.7265625,14.359375,-0.9765625,6.6875,2019,4
"MABI",-72.534770288065,43.6334208259905,3.4296875,13.5078125,-2.71875,5.390625,2019,4
"ROVA",-73.9247621947604,41.770516898004,3.25,14.84375,-1,6.921875,2019,4
"ACAD",-68.26019,44.376559,0.6171875,6.5703125,-2.2734375,2.1484375,2020,4
"MIMA",-71.3073876327855,42.4562880119539,0,9.1171875,-2.578125,3.2734375,2020,4
"SAIR",-71.0076952963716,42.4683066321236,0,6.953125,-1.71875,2.6171875,2020,4
"SARA",-73.6299137747192,42.9983135110409,0,8.65625,0.1796875,4.421875,2020,4
"SAGA",-72.3745368890111,43.4991728563661,0,9.0625,-3.578125,2.7421875,2020,4
"MORR",-74.5345858039958,40.765223403805,0.328125,8.140625,2.4296875,5.2890625,2020,4
"WEFA",-73.4545254713119,41.2588625060016,0,9.3984375,1.1875,5.2890625,2020,4
"MABI",-72.534770288065,43.6334208259905,0,9.2578125,-4.171875,2.5390625,2020,4
"ROVA",-73.9247621947604,41.770516898004,0,9.296875,2,5.6484375,2020,4
"ACAD",-68.26019,44.376559,18.5,14.828125,5.1171875,9.96875,2021,4
"MIMA",-71.3073876327855,42.4562880119539,15.5703125,20.3125,5.046875,12.6796875,2021,4
"SAIR",-71.0076952963716,42.4683066321236,24.1015625,18.8203125,5.140625,11.9765625,2021,4
"SARA",-73.6299137747192,42.9983135110409,7.8125,16.4375,3.8671875,10.15625,2021,4
"SAGA",-72.3745368890111,43.4991728563661,6.546875,15.4296875,1.3671875,8.3984375,2021,4
"MORR",-74.5345858039958,40.765223403805,9.609375,18.0234375,4.2421875,11.1328125,2021,4
"WEFA",-73.4545254713119,41.2588625060016,11.0234375,16.5078125,5.3671875,10.9375,2021,4
"MABI",-72.534770288065,43.6334208259905,6.671875,15.59375,0.8125,8.203125,2021,4
"ROVA",-73.9247621947604,41.770516898004,6.6796875,17.140625,4.859375,11,2021,4
"ACAD",-68.26019,44.376559,10.578125,12.7109375,-0.09375,6.3125,2022,4
"MIMA",-71.3073876327855,42.4562880119539,8.9296875,18.9921875,4.5078125,11.75,2022,4
"SAIR",-71.0076952963716,42.4683066321236,6.71875,18,4.8984375,11.453125,2022,4
"SARA",-73.6299137747192,42.9983135110409,21.359375,16.7265625,3.2421875,9.9765625,2022,4
"SAGA",-72.3745368890111,43.4991728563661,17.4296875,13.671875,1.3671875,7.5234375,2022,4
"MORR",-74.5345858039958,40.765223403805,22.0703125,20.71875,5.203125,12.9609375,2022,4
"WEFA",-73.4545254713119,41.2588625060016,21.9609375,17.890625,5.2421875,11.5703125,2022,4
"MABI",-72.534770288065,43.6334208259905,18.296875,13.890625,0.9921875,7.4375,2022,4
"ROVA",-73.9247621947604,41.770516898004,23.9375,19.1328125,4.203125,11.65625,2022,4
"ACAD",-68.26019,44.376559,5.1484375,7,-3.59375,1.7109375,2023,4
"MIMA",-71.3073876327855,42.4562880119539,8.046875,11.75,-3.2265625,4.2578125,2023,4
"SAIR",-71.0076952963716,42.4683066321236,7.8515625,10.109375,-2.6015625,3.75,2023,4
"SARA",-73.6299137747192,42.9983135110409,12.6015625,9.5078125,-3.0390625,3.2265625,2023,4
"SAGA",-72.3745368890111,43.4991728563661,14.28125,7.9765625,-6.2734375,0.859375,2023,4
"MORR",-74.5345858039958,40.765223403805,3.578125,13.7421875,-2.8515625,5.453125,2023,4
"WEFA",-73.4545254713119,41.2588625060016,5.46875,11.1171875,-2.8515625,4.1328125,2023,4
"MABI",-72.534770288065,43.6334208259905,13.6171875,7.3203125,-7.28125,0.0234375,2023,4
"ROVA",-73.9247621947604,41.770516898004,7.46875,11.140625,-2.671875,4.2421875,2023,4
"ACAD",-68.26019,44.376559,6.1171875,18.703125,2.59375,10.640625,2006,5
"MIMA",-71.3073876327855,42.4562880119539,0,18.7734375,2.4765625,10.6171875,2006,5
"SAIR",-71.0076952963716,42.4683066321236,0,16.90625,3.1484375,10.03125,2006,5
"SARA",-73.6299137747192,42.9983135110409,0,23.1171875,1.40625,12.2734375,2006,5
"SAGA",-72.3745368890111,43.4991728563661,0,22.890625,-0.5078125,11.1875,2006,5
"MORR",-74.5345858039958,40.765223403805,0,21.828125,1.7421875,11.78125,2006,5
"WEFA",-73.4545254713119,41.2588625060016,0,21.65625,2.75,12.2109375,2006,5
"MABI",-72.534770288065,43.6334208259905,0,23.0234375,-0.1796875,11.421875,2006,5
"ROVA",-73.9247621947604,41.770516898004,0,23.5625,1.4765625,12.5234375,2006,5
"ACAD",-68.26019,44.376559,9.6171875,8.390625,4.0703125,6.2265625,2007,5
"MIMA",-71.3073876327855,42.4562880119539,2.5390625,20.796875,5.890625,13.3515625,2007,5
"SAIR",-71.0076952963716,42.4683066321236,2.9296875,20.1328125,6.671875,13.3984375,2007,5
"SARA",-73.6299137747192,42.9983135110409,0,18.296875,4.3671875,11.34375,2007,5
"SAGA",-72.3745368890111,43.4991728563661,2.5390625,17.8828125,3.1171875,10.5,2007,5
"MORR",-74.5345858039958,40.765223403805,0,25.671875,6.71875,16.203125,2007,5
"WEFA",-73.4545254713119,41.2588625060016,0,23.0625,5.671875,14.359375,2007,5
"MABI",-72.534770288065,43.6334208259905,1.7734375,17.453125,2.3828125,9.90625,2007,5
"ROVA",-73.9247621947604,41.770516898004,0,22.640625,6.6015625,14.6171875,2007,5
"ACAD",-68.26019,44.376559,0,8.9921875,-1.453125,3.7734375,2008,5
"MIMA",-71.3073876327855,42.4562880119539,0,13.109375,-1.203125,5.9609375,2008,5
"SAIR",-71.0076952963716,42.4683066321236,0,12.7578125,0.0078125,6.3828125,2008,5
"SARA",-73.6299137747192,42.9983135110409,0,10.8515625,-1.84375,4.5,2008,5
"SAGA",-72.3745368890111,43.4991728563661,0,8.90625,-3.8671875,2.5234375,2008,5
"MORR",-74.5345858039958,40.765223403805,0,14.1796875,-1.1484375,6.5078125,2008,5
"WEFA",-73.4545254713119,41.2588625060016,0,13.4375,-1.5234375,5.9609375,2008,5
"MABI",-72.534770288065,43.6334208259905,0,8.84375,-4.140625,2.3515625,2008,5
"ROVA",-73.9247621947604,41.770516898004,0,13.1171875,-1.2734375,5.921875,2008,5
"ACAD",-68.26019,44.376559,5.140625,18.6875,4.7734375,11.7265625,2009,5
"MIMA",-71.3073876327855,42.4562880119539,0,21.5390625,5.21875,13.3828125,2009,5
"SAIR",-71.0076952963716,42.4683066321236,0,20.1796875,6.0625,13.1171875,2009,5
"SARA",-73.6299137747192,42.9983135110409,4.6875,20.1484375,3.5078125,11.828125,2009,5
"SAGA",-72.3745368890111,43.4991728563661,2.921875,21.4609375,1.1484375,11.296875,2009,5
"MORR",-74.5345858039958,40.765223403805,0.8125,17.7265625,8.1015625,12.90625,2009,5
"WEFA",-73.4545254713119,41.2588625060016,0.9375,18.5078125,7.6875,13.1015625,2009,5
"MABI",-72.534770288065,43.6334208259905,4.109375,21.59375,1.328125,11.4609375,2009,5
"ROVA",-73.9247621947604,41.770516898004,0.8828125,18.328125,7.7734375,13.046875,2009,5
"ACAD",-68.26019,44.376559,0,16.15625,4.828125,10.5,2010,5
"MIMA",-71.3073876327855,42.4562880119539,0,24.25,6.1328125,15.1875,2010,5
"SAIR",-71.0076952963716,42.4683066321236,0,23.4375,7.8828125,15.65625,2010,5
"SARA",-73.6299137747192,42.9983135110409,0,23.9296875,5.90625,14.921875,2010,5
"SAGA",-72.3745368890111,43.4991728563661,0,21.6484375,1.609375,11.6328125,2010,5
"MORR",-74.5345858039958,40.765223403805,0,27.8671875,9.140625,18.5078125,2010,5
"WEFA",-73.4545254713119,41.2588625060016,0,25.921875,8.6015625,17.2578125,2010,5
"MABI",-72.534770288065,43.6334208259905,0,21.09375,1.4609375,11.28125,2010,5
"ROVA",-73.9247621947604,41.770516898004,0,26.7734375,8.5625,17.65625,2010,5
"ACAD",-68.26019,44.376559,0,14.9609375,5.3828125,10.171875,2011,5
"MIMA",-71.3073876327855,42.4562880119539,0,18.8203125,4.140625,11.4765625,2011,5
"SAIR",-71.0076952963716,42.4683066321236,0,18.3125,5.1796875,11.7421875,2011,5
"SARA",-73.6299137747192,42.9983135110409,0,19.1875,2.2265625,10.7109375,2011,5
"SAGA",-72.3745368890111,43.4991728563661,0,17.296875,0.25,8.78125,2011,5
"MORR",-74.5345858039958,40.765223403805,0,21.1484375,4.5234375,12.828125,2011,5
"WEFA",-73.4545254713119,41.2588625060016,0,19.5390625,4.296875,11.921875,2011,5
"MABI",-72.534770288065,43.6334208259905,0,16.8984375,0.0234375,8.4609375,2011,5
"ROVA",-73.9247621947604,41.770516898004,0,20.71875,3.8125,12.2578125,2011,5
"ACAD",-68.26019,44.376559,0,13.953125,1.5390625,7.7421875,2012,5
"MIMA",-71.3073876327855,42.4562880119539,3.453125,17.2734375,2.59375,9.9296875,2012,5
"SAIR",-71.0076952963716,42.4683066321236,2.296875,15.0234375,3.3828125,9.203125,2012,5
"SARA",-73.6299137747192,42.9983135110409,9.78125,16.640625,1.28125,8.9609375,2012,5
"SAGA",-72.3745368890111,43.4991728563661,6.6484375,17.0390625,-0.0078125,8.5078125,2012,5
"MORR",-74.5345858039958,40.765223403805,8.2734375,17.953125,3.5703125,10.7578125,2012,5
"WEFA",-73.4545254713119,41.2588625060016,4.078125,17.21875,4.0390625,10.6328125,2012,5
"MABI",-72.534770288065,43.6334208259905,6.59375,16.859375,-0.640625,8.109375,2012,5
"ROVA",-73.9247621947604,41.770516898004,2.890625,19.2578125,2.9765625,11.1171875,2012,5
"ACAD",-68.26019,44.376559,0,19.578125,1.9609375,10.7734375,2013,5
"MIMA",-71.3073876327855,42.4562880119539,0,21.84375,2.6875,12.2734375,2013,5
"SAIR",-71.0076952963716,42.4683066321236,0,19.71875,3.3203125,11.5234375,2013,5
"SARA",-73.6299137747192,42.9983135110409,0,24.203125,5.4765625,14.84375,2013,5
"SAGA",-72.3745368890111,43.4991728563661,0,23.890625,2.46875,13.1796875,2013,5
"MORR",-74.5345858039958,40.765223403805,0,19.1796875,3.03125,11.109375,2013,5
"WEFA",-73.4545254713119,41.2588625060016,0,19.90625,2.9609375,11.4375,2013,5
"MABI",-72.534770288065,43.6334208259905,0,23.5390625,2.5625,13.046875,2013,5
"ROVA",-73.9247621947604,41.770516898004,0,22.5078125,4.9375,13.7265625,2013,5
"ACAD",-68.26019,44.376559,5.6875,7.40625,2.75,5.078125,2014,5
"MIMA",-71.3073876327855,42.4562880119539,27.7890625,9.6328125,4.1015625,6.8671875,2014,5
"SAIR",-71.0076952963716,42.4683066321236,23.40625,9.6796875,4.53125,7.109375,2014,5
"SARA",-73.6299137747192,42.9983135110409,16.84375,10.5078125,5.203125,7.859375,2014,5
"SAGA",-72.3745368890111,43.4991728563661,16.1171875,7.3203125,2.84375,5.078125,2014,5
"MORR",-74.5345858039958,40.765223403805,94.40625,13.6875,4.296875,8.9921875,2014,5
"WEFA",-73.4545254713119,41.2588625060016,52.40625,12.9921875,4.2265625,8.609375,2014,5
"MABI",-72.534770288065,43.6334208259905,13.7890625,7.671875,2.578125,5.1171875,2014,5
"ROVA",-73.9247621947604,41.770516898004,34.2734375,10.828125,4.7578125,7.7890625,2014,5
"ACAD",-68.26019,44.376559,0,12.0390625,3.6328125,7.828125,2015,5
"MIMA",-71.3073876327855,42.4562880119539,0,16.8515625,5.328125,11.09375,2015,5
"SAIR",-71.0076952963716,42.4683066321236,0,15.71875,5.640625,10.6796875,2015,5
"SARA",-73.6299137747192,42.9983135110409,0,19.28125,6.71875,13,2015,5
"SAGA",-72.3745368890111,43.4991728563661,0,16.578125,4.7265625,10.6484375,2015,5
"MORR",-74.5345858039958,40.765223403805,0,19.1015625,6.1484375,12.6171875,2015,5
"WEFA",-73.4545254713119,41.2588625060016,0,19.078125,5.71875,12.3984375,2015,5
"MABI",-72.534770288065,43.6334208259905,0,16.796875,4.1328125,10.4609375,2015,5
"ROVA",-73.9247621947604,41.770516898004,0,21.7109375,7.140625,14.4296875,2015,5
"ACAD",-68.26019,44.376559,0,14.109375,1.9375,8.03125,2016,5
"MIMA",-71.3073876327855,42.4562880119539,0,19.0625,3.5,11.28125,2016,5
"SAIR",-71.0076952963716,42.4683066321236,0,16.40625,3.3671875,9.890625,2016,5
"SARA",-73.6299137747192,42.9983135110409,0,19,5.7265625,12.3671875,2016,5
"SAGA",-72.3745368890111,43.4991728563661,0,20.0625,1.953125,11,2016,5
"MORR",-74.5345858039958,40.765223403805,1.9375,14.9765625,6.7109375,10.8515625,2016,5
"WEFA",-73.4545254713119,41.2588625060016,0,17.296875,6.0078125,11.65625,2016,5
"MABI",-72.534770288065,43.6334208259905,0,19.6015625,1.3671875,10.4921875,2016,5
"ROVA",-73.9247621947604,41.770516898004,1.390625,18.75,7.359375,13.046875,2016,5
"ACAD",-68.26019,44.376559,5.859375,13.28125,3.859375,8.5703125,2017,5
"MIMA",-71.3073876327855,42.4562880119539,1.4921875,15.171875,6.8515625,11.0078125,2017,5
"SAIR",-71.0076952963716,42.4683066321236,1.1875,13.796875,6.1328125,9.9609375,2017,5
"SARA",-73.6299137747192,42.9983135110409,2.1015625,12.0234375,6.4921875,9.25,2017,5
"SAGA",-72.3745368890111,43.4991728563661,1.7890625,13.4375,3.890625,8.65625,2017,5
"MORR",-74.5345858039958,40.765223403805,0,17.9921875,8.7109375,13.3515625,2017,5
"WEFA",-73.4545254713119,41.2588625060016,0.828125,17.6015625,7.8203125,12.7109375,2017,5
"MABI",-72.534770288065,43.6334208259905,2.21875,12.4296875,2.8984375,7.671875,2017,5
"ROVA",-73.9247621947604,41.770516898004,0,15.90625,8.5625,12.2265625,2017,5
"ACAD",-68.26019,44.376559,0,13.09375,3.25,8.171875,2018,5
"MIMA",-71.3073876327855,42.4562880119539,3.859375,11.2265625,3.09375,7.15625,2018,5
"SAIR",-71.0076952963716,42.4683066321236,3.328125,10.8984375,3.5390625,7.21875,2018,5
"SARA",-73.6299137747192,42.9983135110409,3.453125,9.96875,3.4296875,6.703125,2018,5
"SAGA",-72.3745368890111,43.4991728563661,2.1015625,11.703125,1.9296875,6.8125,2018,5
"MORR",-74.5345858039958,40.765223403805,0.59375,12.2109375,2.890625,7.546875,2018,5
"WEFA",-73.4545254713119,41.2588625060016,0.5703125,13.03125,4.59375,8.8125,2018,5
"MABI",-72.534770288065,43.6334208259905,1.34375,11.171875,1.5078125,6.34375,2018,5
"ROVA",-73.9247621947604,41.770516898004,2.828125,10.5625,3.65625,7.109375,2018,5
"ACAD",-68.26019,44.376559,0,12.3984375,1.171875,6.7890625,2019,5
"MIMA",-71.3073876327855,42.4562880119539,0.6328125,11.6484375,3.3203125,7.4921875,2019,5
"SAIR",-71.0076952963716,42.4683066321236,0.65625,10.65625,3.3828125,7.0234375,2019,5
"SARA",-73.6299137747192,42.9983135110409,0.890625,12.703125,3.90625,8.296875,2019,5
"SAGA",-72.3745368890111,43.4991728563661,0.9296875,10.140625,1.34375,5.7421875,2019,5
"MORR",-74.5345858039958,40.765223403805,0,19.53125,9.296875,14.421875,2019,5
"WEFA",-73.4545254713119,41.2588625060016,0.5390625,14.546875,6.8203125,10.6875,2019,5
"MABI",-72.534770288065,43.6334208259905,0.90625,10.296875,0.640625,5.46875,2019,5
"ROVA",-73.9247621947604,41.770516898004,0.6328125,15.390625,6.7734375,11.078125,2019,5
"ACAD",-68.26019,44.376559,0,9.3515625,3.6171875,6.4765625,2020,5
"MIMA",-71.3073876327855,42.4562880119539,19.4296875,12.796875,6.2578125,9.53125,2020,5
"SAIR",-71.0076952963716,42.4683066321236,13.671875,12.25,6.6328125,9.4375,2020,5
"SARA",-73.6299137747192,42.9983135110409,8.1796875,12.59375,6.4921875,9.5390625,2020,5
"SAGA",-72.3745368890111,43.4991728563661,20.390625,10.0625,4.3125,7.1875,2020,5
"MORR",-74.5345858039958,40.765223403805,21.578125,16.4765625,9.3984375,12.9375,2020,5
"WEFA",-73.4545254713119,41.2588625060016,18.0078125,14.0703125,6.421875,10.25,2020,5
"MABI",-72.534770288065,43.6334208259905,18.0625,10.0078125,4.046875,7.03125,2020,5
"ROVA",-73.9247621947604,41.770516898004,26.890625,14.9375,7.703125,11.3203125,2020,5
"ACAD",-68.26019,44.376559,18.8203125,11.5625,4.4609375,8.0078125,2021,5
"MIMA",-71.3073876327855,42.4562880119539,1.71875,17.296875,5.3203125,11.3125,2021,5
"SAIR",-71.0076952963716,42.4683066321236,2.109375,16.671875,5.390625,11.03125,2021,5
"SARA",-73.6299137747192,42.9983135110409,0.5,13,4.46875,8.7265625,2021,5
"SAGA",-72.3745368890111,43.4991728563661,4.75,13.5625,2.890625,8.21875,2021,5
"MORR",-74.5345858039958,40.765223403805,0.546875,19.5234375,3.9375,11.7265625,2021,5
"WEFA",-73.4545254713119,41.2588625060016,0,18.25,4.046875,11.1484375,2021,5
"MABI",-72.534770288065,43.6334208259905,4.859375,13.46875,2.2578125,7.8671875,2021,5
"ROVA",-73.9247621947604,41.770516898004,0,17.4765625,4.859375,11.171875,2021,5
"ACAD",-68.26019,44.376559,0,13.2578125,2.4921875,7.8828125,2022,5
"MIMA",-71.3073876327855,42.4562880119539,0,16.78125,1.421875,9.1015625,2022,5
"SAIR",-71.0076952963716,42.4683066321236,0,14.7421875,2.328125,8.5390625,2022,5
"SARA",-73.6299137747192,42.9983135110409,0,17.171875,-0.4765625,8.3515625,2022,5
"SAGA",-72.3745368890111,43.4991728563661,0,15.0625,-1.390625,6.828125,2022,5
"MORR",-74.5345858039958,40.765223403805,0,20.0625,1.8828125,10.96875,2022,5
"WEFA",-73.4545254713119,41.2588625060016,0,17.9296875,1.3515625,9.640625,2022,5
"MABI",-72.534770288065,43.6334208259905,0,14.359375,-2.0625,6.1484375,2022,5
"ROVA",-73.9247621947604,41.770516898004,0,19.2421875,1.4375,10.34375,2022,5
"ACAD",-68.26019,44.376559,46.140625,10.0390625,4.8125,7.421875,2023,5
"MIMA",-71.3073876327855,42.4562880119539,34.75,16.59375,7.8828125,12.2265625,2023,5
"SAIR",-71.0076952963716,42.4683066321236,35.1796875,15.390625,7.453125,11.421875,2023,5
"SARA",-73.6299137747192,42.9983135110409,23.671875,13.7421875,7.5,10.6171875,2023,5
"SAGA",-72.3745368890111,43.4991728563661,28.828125,13,6.9609375,9.9765625,2023,5
"MORR",-74.5345858039958,40.765223403805,46.1015625,14.296875,7.171875,10.7265625,2023,5
"WEFA",-73.4545254713119,41.2588625060016,27.2421875,14.640625,7.6015625,11.1171875,2023,5
"MABI",-72.534770288065,43.6334208259905,34.84375,12.65625,6.5234375,9.59375,2023,5
"ROVA",-73.9247621947604,41.770516898004,16.71875,14.0703125,8.0234375,11.0390625,2023,5
"ACAD",-68.26019,44.376559,4.2734375,19.6015625,12.09375,15.8515625,2006,6
"MIMA",-71.3073876327855,42.4562880119539,0,27.90625,13.1015625,20.5,2006,6
"SAIR",-71.0076952963716,42.4683066321236,0,25.0234375,12.78125,18.8984375,2006,6
"SARA",-73.6299137747192,42.9983135110409,5.859375,28.9375,17.71875,23.328125,2006,6
"SAGA",-72.3745368890111,43.4991728563661,0,29.1015625,15.1015625,22.1015625,2006,6
"MORR",-74.5345858039958,40.765223403805,0,27.1484375,16.046875,21.6015625,2006,6
"WEFA",-73.4545254713119,41.2588625060016,0,27.09375,16.140625,21.6171875,2006,6
"MABI",-72.534770288065,43.6334208259905,1.8671875,29.1015625,15.578125,22.34375,2006,6
"ROVA",-73.9247621947604,41.770516898004,0,28.609375,17.9765625,23.296875,2006,6
"ACAD",-68.26019,44.376559,0.9765625,19.1484375,10.0234375,14.578125,2007,6
"MIMA",-71.3073876327855,42.4562880119539,1.71875,24.8828125,13.7421875,19.3125,2007,6
"SAIR",-71.0076952963716,42.4683066321236,1.3515625,23.3203125,13.8203125,18.5703125,2007,6
"SARA",-73.6299137747192,42.9983135110409,3.828125,28.4609375,17.0625,22.7578125,2007,6
"SAGA",-72.3745368890111,43.4991728563661,5.1875,19.3984375,14.84375,17.1171875,2007,6
"MORR",-74.5345858039958,40.765223403805,2.6484375,32.6328125,15.40625,24.0234375,2007,6
"WEFA",-73.4545254713119,41.2588625060016,3.15625,30.8671875,14.40625,22.640625,2007,6
"MABI",-72.534770288065,43.6334208259905,4.359375,20.1484375,14.8671875,17.5078125,2007,6
"ROVA",-73.9247621947604,41.770516898004,4.1171875,32.34375,15.25,23.796875,2007,6
"ACAD",-68.26019,44.376559,13.171875,15.65625,9.15625,12.40625,2008,6
"MIMA",-71.3073876327855,42.4562880119539,2.8203125,23.9609375,13.109375,18.5390625,2008,6
"SAIR",-71.0076952963716,42.4683066321236,2.640625,23.1171875,13.8984375,18.5078125,2008,6
